Credential ID,Name,Type,Business Name,DBA,Full Credential Code,Credential Type,Credential Number,Credential Subcategory,Credential,Status,Status Reason,Active,Issue Date,Effective Date,Expiration Date,Address,City,State,Zip Code,Date Record Refreshed ,Location
2467038,COMPLETE CARE AT MIDDLEBURY,LIMITED LIABILITY COMPANY,COMPLETE CARE AT MIDDLEBURY,COMPLETE CARE AT MIDDLEBURY,CCNH.0002483,CCNH,2483,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,10/12/2023 12:00:00 AM,10/10/2023 12:00:00 AM,09/30/2025 12:00:00 AM,778 MIDDLEBURY RD,MIDDLEBURY,CT,67622401,10/25/2023 12:00:00 AM,POINT (-73.11457697 41.538367007)
1519307,COLEBROOK VILLAGE AT HEBRON,CORPORATION,COLEBROOK VILLAGE AT HEBRON,COLEBROOK VILLAGE AT HEBRON,ALSA.0000196,ALSA,196,,Assisted Living Service Agency,CLOSED,CLOSED,0,06/14/2018 12:00:00 AM,04/01/2020 12:00:00 AM,03/31/2022 12:00:00 AM,55 JOHN E HORTON BLVD,HEBRON,CT,62481564,01/05/2023 12:00:00 AM,POINT (-72.352601035 41.656668015)
929677,FAIRFIELD COUNTY SURGICAL CENTER,BUSINESS,FAIRFIELD COUNTY SURGICAL CENTER,FAIRFIELD COUNTY SURGICAL CENTER,ASC.0000308,ASC,308,,Out-Patient Surgical Facility,INACTIVE,INACTIVE,0,04/01/2009 12:00:00 AM,04/01/2009 12:00:00 AM,03/31/2011 12:00:00 AM,605 WEST AVENUE,Norwalk,CT,6850,07/29/2010 12:00:00 AM,POINT (-73.415242039 41.113333982)
929970,KINDRED NURSING CENTERS EAST L.L.C.,BUSINESS,KINDRED NURSING CENTERS EAST L.L.C.,HAMILTON REHABILITATION & HEALTHCARE CENTER,CCNH.002211C,CCNH,2211C,,Chronic & Convalescent Nursing Home,INACTIVE,,0,04/01/2004 12:00:00 AM,04/01/2004 12:00:00 AM,03/31/2006 12:00:00 AM,50 Palmer Street,NORWICH,CT,6360,05/18/2010 12:00:00 AM,POINT (-72.058679039 41.52557199)
930713,LASER AND VISION SURGERY CENTER LLC,LIMITED LIABILITY COMPANY,LASER AND VISION SURGERY CENTER LLC,"LASER AND VISION SURGERY CENTER, LLC",ASC.0000163,ASC,163,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,07/01/2009 12:00:00 AM,07/01/2023 12:00:00 AM,06/30/2025 12:00:00 AM,178 HARTFORD RD,MANCHESTER,CT,60405986,06/13/2023 12:00:00 AM,POINT (-72.528828034 41.764494996)
1253610,PARKWAY PAVILION HEALTH AND REHABILITATION CENTER,LIMITED LIABILITY COMPANY,PARKWAY PAVILION HEALTH AND REHABILITATION CENTER,PARKWAY PAVILION HEALTH AND REHABILITATION CENTER,CCNH.0002395,CCNH,2395,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,11/05/2014 12:00:00 AM,01/01/2018 12:00:00 AM,12/31/2019 12:00:00 AM,1157 ENFIELD ST,ENFIELD,CT,60824367,12/07/2021 12:00:00 AM,POINT (-72.591631037 41.986734998)
930673,SHERIDEN WOODS HEALTH CARE CENTER,LIMITED LIABILITY COMPANY,SHERIDEN WOODS HEALTH CARE CENTER,SHERIDEN WOODS HEALTH CARE CENTER,CCNH.002004C,CCNH,2004C,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,07/01/2009 12:00:00 AM,07/01/2023 12:00:00 AM,06/30/2025 12:00:00 AM,321 STONECREST DR,BRISTOL,CT,60105378,08/23/2023 12:00:00 AM,POINT (-72.920899015 41.680887985)
2247754,"SIGNATUREPATH, LLC",LIMITED LIABILITY COMPANY,"SIGNATUREPATH, LLC","SIGNATUREPATH, LLC",CLAB.0000703,CLAB,703,,Clinical Laboratory,INACTIVE,VOLUNTARILY SURRENDERED,0,07/08/2015 12:00:00 AM,10/01/2019 12:00:00 AM,09/30/2021 12:00:00 AM,4 MOUNTAIN LAUREL DR,GREENWICH,CT,68312741,11/24/2021 12:00:00 AM,POINT (-73.658035013 41.126558991)
2244596,COLLABORATIVE LABORATORY SERVICES -BLOOD GAS LABORATORY AT HOSPITAL FOR SPECIAL CARE,BUSINESS,COLLABORATIVE LABORATORY SERVICES -BLOOD GAS LABORATORY AT HOSPITAL FOR SPECIAL CARE,COLLABORATIVE LABORATORY SERVICES,CLAB.0000913,CLAB,913,,Clinical Laboratory,CLOSED,CLOSED,0,02/21/2018 12:00:00 AM,04/01/2020 12:00:00 AM,03/31/2022 12:00:00 AM,2150 CORBIN AVE,NEW BRITAIN,CT,60532266,07/06/2023 12:00:00 AM,POINT (-72.801850006 41.689285017)
1518502,ATRIA LITCHFIELD HILLS,LIMITED LIABILITY COMPANY,ATRIA LITCHFIELD HILLS,ATRIA LITCHFIELD HILLS,ALSA.0000193,ALSA,193,,Assisted Living Service Agency,INACTIVE,,0,,,,376 GOSHEN RD,TORRINGTON,CT,67902722,05/29/2018 12:00:00 AM,POINT (-73.15444858 41.820813074)
929849,SACRED HEART MANOR INC.,CORPORATION,SACRED HEART MANOR INC.,"SACRED HEART MANOR, INC.",ALSA.0000098,ALSA,98,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,04/01/2008 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,261 BENHAM ST,HAMDEN,CT,65142801,07/20/2022 12:00:00 AM,POINT (-72.932090406 41.364978532)
930155,ELIM PARK BAPTIST HOME INC.,NON-PROFIT CORPORATION,ELIM PARK BAPTIST HOME INC.,"ELIM PARK BAPTIST HOME, INC",ALSA.0000076,ALSA,76,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,04/01/2008 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,140 COOK HILL RD,CHESHIRE,CT,64103736,01/16/2024 12:00:00 AM,POINT (-72.900250029 41.468670015)
1217113,"SURGICAL CENTER OF CONNECTICUT, LLC, THE",LIMITED LIABILITY COMPANY,"SURGICAL CENTER OF CONNECTICUT, LLC, THE","SURGICAL CENTER OF CONNECTICUT, LLC, THE",ASC.0000340,ASC,340,,Out-Patient Surgical Facility,ACTIVE IN RENEWAL,CURRENT,1,04/15/2014 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,4920 MAIN ST,BRIDGEPORT,CT,66061300,11/25/2022 12:00:00 AM,POINT (-73.218237978 41.226866986)
2296754,"SUNRISE MEDICAL LABORATORIES, INC",CORPORATION,"SUNRISE MEDICAL LABORATORIES, INC","SUNRISE MEDICAL LABORATORIES, INC.",CLAB.0001072,CLAB,1072,,Clinical Laboratory,ACTIVE IN RENEWAL,ACTIVE,1,05/24/2022 12:00:00 AM,05/24/2022 12:00:00 AM,06/30/2024 12:00:00 AM,279 Chase Avenue,Waterbury,CT,6704,01/11/2024 12:00:00 AM,POINT (-73.03454002 41.581141996)
2240217,YALE UNIVERSITY SCHOOL OF MEDICINE-REPRODUCTIVE & PLACENTAL RESEARCH,NON-PROFIT CORPORATION,YALE UNIVERSITY SCHOOL OF MEDICINE-REPRODUCTIVE & PLACENTAL RESEARCH,YALE SCHOOL OF MEDICINE-REPRODUCTIVE & PLACENTAL RESEARCH,CLAB.0000641,CLAB,641,,Clinical Laboratory,ACTIVE,CURRENT,1,08/27/2004 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,310 CEDAR ST FMB 225,NEW HAVEN,CT,65103218,11/09/2022 12:00:00 AM,POINT (-72.933688652 41.302064298)
2243886,YNH-SHORELINE MEDICAL CENTER/ LAB MED,BUSINESS,YNH-SHORELINE MEDICAL CENTER/ LAB MED,YNHH-SHORELINE MEDICAL CENTER LABORATORY,CLAB.0000774,CLAB,774,,Clinical Laboratory,ACTIVE,CURRENT,1,10/05/2005 12:00:00 AM,01/01/2023 12:00:00 AM,12/31/2024 12:00:00 AM,111 GOOSE LN,GUILFORD,CT,64375101,08/15/2023 12:00:00 AM,POINT (-72.664746726 41.290436811)
2424926,THE VERO AT ORANGE,LIMITED LIABILITY COMPANY,THE VERO AT ORANGE,THE VERO AT ORANGE,ALSA.0000245,ALSA,245,,Assisted Living Service Agency,ACTIVE,CURRENT,1,04/06/2023 12:00:00 AM,04/06/2023 12:00:00 AM,03/31/2025 12:00:00 AM,197 INDIAN RIVER ROAD,ORANGE,CT,6477,04/06/2023 12:00:00 AM,POINT (-73.000189975 41.260979991)
2418555,"SANJAY AGGARWAL, MD, LLC",BUSINESS,"SANJAY AGGARWAL, MD, LLC","SANJAY AGGARWAL, MD, LLC",CLAB.0001091,CLAB,1091,,Clinical Laboratory,ACTIVE,CURRENT,1,03/17/2023 12:00:00 AM,03/17/2023 12:00:00 AM,03/31/2025 12:00:00 AM,247 Broad Street,Milford,CT,6460,03/17/2023 12:00:00 AM,POINT (-73.063843992 41.218885989)
930599,COBALT LODGE HEALTH CARE & REHABILITATION CENTER,CORPORATION,COBALT LODGE HEALTH CARE & REHABILITATION CENTER,COBALT LODGE HEALTH CARE AND REHABILITATION CENTER,CCNH.000813C,CCNH,813C,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,10/01/2008 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,29 MIDDLE HADDAM ROAD,COBALT,CT,6414,06/06/2023 12:00:00 AM,POINT (-72.554973034 41.558481018)
930216,NEW VISION CATARACT CENTER L.L.C.,LIMITED LIABILITY COMPANY,NEW VISION CATARACT CENTER L.L.C.,NEW VISION CATARACT CENTER,ASC.0000267,ASC,267,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,07/01/2008 12:00:00 AM,07/01/2022 12:00:00 AM,06/30/2024 12:00:00 AM,605 WEST AVE,NORWALK,CT,68504000,02/22/2023 12:00:00 AM,POINT (-73.415242039 41.113333982)
2228386,MONARCH AT SPRING MEADOWS,LIMITED LIABILITY COMPANY,MONARCH AT SPRING MEADOWS,MONARCH AT SPRING MEADOWS,ALSA.0000227,ALSA,227,,Assisted Living Service Agency,ACTIVE,CURRENT,1,06/23/2021 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,6949 MAIN ST,TRUMBULL,CT,66116304,05/09/2023 12:00:00 AM,POINT (-73.241097021 41.28798401)
929580,HAMDEN CARE LLC,BUSINESS,HAMDEN CARE LLC,LAUREL GARDENS OF HAMDEN,ALSA.0000084,ALSA,84,,Assisted Living Service Agency,INACTIVE,,0,07/01/2004 12:00:00 AM,07/01/2004 12:00:00 AM,06/30/2006 12:00:00 AM,35 Hamden Hills Drive,Hamden,CT,6514,05/18/2010 12:00:00 AM,POINT (-72.909482025 41.389479009)
930585,GEER NURSING AND REHABILITATION CENTER,NON-PROFIT CORPORATION,GEER NURSING AND REHABILITATION CENTER,GEER NURSING AND REHABILITATION CENTER,CCNH.000843C,CCNH,843C,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,07/01/2009 12:00:00 AM,07/01/2023 12:00:00 AM,06/30/2025 12:00:00 AM,99 S CANAAN RD,CANAAN,CT,60182502,12/13/2023 12:00:00 AM,POINT (-73.33137104 42.016486019)
929522,TORRINGTON HEALTH AND REHABILITATION CENTER,BUSINESS,TORRINGTON HEALTH AND REHABILITATION CENTER,TORRINGTON HEALTH AND REHABILITATION CENTER,CCNH.0002333,CCNH,2333,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,07/07/2008 12:00:00 AM,10/01/2016 12:00:00 AM,09/30/2018 12:00:00 AM,225 WYOMING AVE,TORRINGTON,CT,67906043,09/20/2021 12:00:00 AM,POINT (-73.142685012 41.793572992)
929009,DAY KIMBALL HOSPITAL,BUSINESS,DAY KIMBALL HOSPITAL,DAY KIMBALL HOMECARE ALSA,ALSA.0000106,ALSA,106,,Assisted Living Service Agency,INACTIVE,,0,06/30/2005 12:00:00 AM,06/30/2005 12:00:00 AM,06/30/2007 12:00:00 AM,320 Pomfret Street,Putnam,CT,6260,05/18/2010 12:00:00 AM,POINT (-71.91399599 41.906570979)
930647,PILGRIM MANOR,NON-PROFIT CORPORATION,PILGRIM MANOR,PILGRIM MANOR,CCNH.000966C,CCNH,966C,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,10/01/2008 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,52 MISSIONARY RD,CROMWELL,CT,64162170,04/17/2023 12:00:00 AM,POINT (-72.660316961 41.601150982)
929538,PARADIGM HEALTHCARE CENTER OF NEW HAVEN LLC,BUSINESS,PARADIGM HEALTHCARE CENTER OF NEW HAVEN LLC,"PARADIGM HEALTHCARE CENTER OF NEW HAVEN, LLC",CCNH.0002351,CCNH,2351,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,07/01/2009 12:00:00 AM,07/01/2015 12:00:00 AM,06/30/2017 12:00:00 AM,181 CLIFTON ST,NEW HAVEN,CT,65133319,11/08/2021 12:00:00 AM,POINT (-72.878596975 41.309075016)
1003930,ATRIA STRATFORD,LIMITED LIABILITY COMPANY,ATRIA STRATFORD,ATRIA STRATFORD,ALSA.0000162,ALSA,162,,Assisted Living Service Agency,CLOSED,CLOSED,0,06/22/2011 12:00:00 AM,04/01/2019 12:00:00 AM,03/31/2021 12:00:00 AM,6911 MAIN ST,STRATFORD,CT,66141360,01/24/2020 12:00:00 AM,POINT (-73.102848005 41.247287985)
1995085,SPRING VILLAGE AT STRATFORD,LIMITED LIABILITY COMPANY,SPRING VILLAGE AT STRATFORD,SPRING VILLAGE AT STRATFORD,ALSA.0000218,ALSA,218,,Assisted Living Service Agency,CLOSED,CLOSED,0,12/27/2019 12:00:00 AM,10/01/2021 12:00:00 AM,09/30/2023 12:00:00 AM,6911 MAIN ST,STRATFORD,CT,66141360,03/03/2023 12:00:00 AM,POINT (-73.102848005 41.247287985)
930961,KINDRED NURSING CENTERS EAST L.L.C.,BUSINESS,KINDRED NURSING CENTERS EAST L.L.C.,KINDRED NURSING AND REHABILITATION-ANDREW HOUSE,CCNH.002209C,CCNH,2209C,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,04/01/2010 12:00:00 AM,04/01/2012 12:00:00 AM,03/31/2014 12:00:00 AM,66 CLINIC DRIVE,NEW BRITAIN,CT,6051,05/02/2013 12:00:00 AM,POINT (-72.785550977 41.648809017)
930708,DAWN-RA CORP,BUSINESS,DAWN-RA CORP,ORANGE HEALTH CARE CENTER,CCRH.0002361,CCRH,2361,,Chronic & Convalescent Nursing Homes and Rest Home with Nursing Supervision,INACTIVE,INACTIVE,0,04/01/2009 12:00:00 AM,04/01/2014 12:00:00 AM,03/31/2016 12:00:00 AM,225 BOSTON POST RD,ORANGE,CT,64773208,06/17/2015 12:00:00 AM,POINT (-72.998537986 41.269834005)
930914,AARON MANOR NURSING AND REHABILITATION CENTER,CORPORATION,AARON MANOR NURSING AND REHABILITATION CENTER,AARON MANOR NURSING AND REHABILITATION CENTER,CCNH.002168C,CCNH,2168C,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2021 12:00:00 AM,09/30/2023 12:00:00 AM,3 S WIG HILL RD,CHESTER,CT,64121106,09/28/2023 12:00:00 AM,POINT (-72.47579699 41.400427996)
929660,BRANDYWINE SENIOR LIVING AT LITCHFIELD,LIMITED LIABILITY COMPANY,BRANDYWINE SENIOR LIVING AT LITCHFIELD,BRANDYWINE SENIOR LIVING AT LITCHFIELD,ALSA.0000118,ALSA,118,,Assisted Living Service Agency,CLOSED,CLOSED,0,01/01/2009 12:00:00 AM,01/01/2017 12:00:00 AM,12/31/2018 12:00:00 AM,19 CONSTITUTION WAY,LITCHFIELD,CT,67593428,12/18/2018 12:00:00 AM,POINT (-73.203992012 41.743356004)
930689,WOODLAKE AT TOLLAND REHABILITATION AND NURSING CENTER,BUSINESS,WOODLAKE AT TOLLAND REHABILITATION AND NURSING CENTER,WOODLAKE AT TOLLAND REHABILITATION AND NURSING CENTER,CCNH.002099C,CCNH,2099C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,01/01/2009 12:00:00 AM,01/01/2015 12:00:00 AM,12/31/2016 12:00:00 AM,26 SHENIPSIT LAKE RD,TOLLAND,CT,60842332,12/20/2021 12:00:00 AM,POINT (-72.413016033 41.872382998)
2248108,PEQUOT HEALTH CENTER,NON-PROFIT CORPORATION,PEQUOT HEALTH CENTER,PEQUOT HEALTH CENTER,CLAB.0000710,CLAB,710,,Clinical Laboratory,ACTIVE,CURRENT,1,03/29/2005 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,52 HAZELNUT HILL RD,GROTON,CT,63403268,07/24/2023 12:00:00 AM,POINT (-72.026139988 41.357671992)
1619452,ORTHOPEDIC ASSOICATES SURGERY CENTER,LIMITED LIABILITY COMPANY,ORTHOPEDIC ASSOICATES SURGERY CENTER,ORTHOPEDIC ASSOCIATES SURGERY CENTER,ASC.0000361,ASC,361,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,12/10/2018 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,150 ENTERPRISE DR,ROCKY HILL,CT,60673579,10/21/2022 12:00:00 AM,POINT (-72.666126961 41.646333002)
1129245,REGALCARE AT GREENWICH,LIMITED LIABILITY COMPANY,REGALCARE AT GREENWICH,REGALCARE AT GREENWICH,CCNH.0002386,CCNH,2386,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,10/24/2012 12:00:00 AM,10/01/2020 12:00:00 AM,09/30/2022 12:00:00 AM,1188 KING ST,GREENWICH,CT,68312937,08/31/2022 12:00:00 AM,POINT (-73.695703034 41.06252498)
2516612,THE COTTAGE AT LITCHFIELD HILLS,LIMITED LIABILITY COMPANY,THE COTTAGE AT LITCHFIELD HILLS,THE COTTAGE AT LITCHFIELD HILLS,ALSA.0000250,ALSA,250,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/20/2023 12:00:00 AM,11/30/2023 12:00:00 AM,09/30/2025 12:00:00 AM,376 GOSHEN RD.,TORRINGTON,CT,6790,01/09/2024 12:00:00 AM,POINT (-73.15444858 41.820813074)
929506,SHOPCO-CT LLC,BUSINESS,SHOPCO-CT LLC,LAKESIDE MANOR,CCNH.0002251,CCNH,2251,,Chronic & Convalescent Nursing Home,INACTIVE,,0,04/01/2001 12:00:00 AM,04/01/2001 12:00:00 AM,03/31/2003 12:00:00 AM,50 HAZEL DRIVE,CHESHIRE,CT,6410,05/18/2010 12:00:00 AM,POINT (-72.953068005 41.544949986)
2416095,BARIATRIC & SPECIALTY SURGERY CENTER OF STAMFORD,LIMITED LIABILITY COMPANY,BARIATRIC & SPECIALTY SURGERY CENTER OF STAMFORD,BARIATRIC & SPECIALTY SURGERY CENTER OF STAMFORD,ASC.0000379,ASC,379,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,08/31/2023 12:00:00 AM,08/31/2023 12:00:00 AM,06/30/2025 12:00:00 AM,2001 W MAIN ST STE 155,STAMFORD,CT,69024557,01/04/2024 12:00:00 AM,POINT (-73.563898026 41.04935898)
930553,MABRI CONVALESCENT CENTER INC.,BUSINESS,MABRI CONVALESCENT CENTER INC.,MERIDEN CENTER,CCNH.000899C,CCNH,899C,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,07/01/2008 12:00:00 AM,07/01/2010 12:00:00 AM,06/30/2012 12:00:00 AM,845 Paddock Avenue,MERIDEN,CT,6450,08/23/2010 12:00:00 AM,POINT (-72.779072017 41.505846019)
929878,WILTON SURGERY CENTER LLC,LIMITED LIABILITY COMPANY,WILTON SURGERY CENTER LLC,"WILTON SURGERY CENTER, LLC",ASC.0000289,ASC,289,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,07/01/2009 12:00:00 AM,07/01/2023 12:00:00 AM,06/30/2025 12:00:00 AM,195 DANBURY RD,WILTON,CT,68974075,06/14/2023 12:00:00 AM,POINT (-73.422205976 41.18481502)
930619,DOUGLAS MANOR,LIMITED LIABILITY COMPANY,DOUGLAS MANOR,DOUGLAS MANOR,CCNH.002188C,CCNH,2188C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,04/01/2009 12:00:00 AM,04/01/2017 12:00:00 AM,03/31/2019 12:00:00 AM,103 NORTH RD,WINDHAM,CT,62801311,09/30/2021 12:00:00 AM,POINT (-72.169122012 41.705055987)
930222,"COVENANT LIVING OF CROMWELL, INC.",CORPORATION,"COVENANT LIVING OF CROMWELL, INC.",COVENANT LIVING OF CROMWELL ASSISTED LIVING SERVICES AGENCY,ALSA.0000063,ALSA,63,,Assisted Living Service Agency,ACTIVE,CURRENT,1,01/01/2009 12:00:00 AM,01/01/2023 12:00:00 AM,12/31/2024 12:00:00 AM,52 MISSIONARY RD,CROMWELL,CT,64162170,11/30/2022 12:00:00 AM,POINT (-72.660316961 41.601150982)
930668,JEROME HOME,TRUST,JEROME HOME,JEROME HOME,CCNH.002065C,CCNH,2065C,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,975 CORBIN AVE,NEW BRITAIN,CT,60521259,12/22/2023 12:00:00 AM,POINT (-72.803475006 41.662591003)
2246970,SUNRISE MEDICAL LABORATORIES,BUSINESS,SUNRISE MEDICAL LABORATORIES,SUNRISE MEDICAL LABORATORIES,CLAB.0001036,CLAB,1036,,Clinical Laboratory,INACTIVE,VOLUNTARILY SURRENDERED,0,01/25/2021 12:00:00 AM,01/25/2021 12:00:00 AM,03/31/2023 12:00:00 AM,27 HOSPITAL RD STE 301,DANBURY,CT,6810,01/11/2022 12:00:00 AM,POINT (-73.446789008 41.406450016)
929116,BAL WATERBURY LLC,LIMITED LIABILITY COMPANY,BAL WATERBURY LLC,The Village at East Farms,ALSA.0000130,ALSA,130,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/01/2008 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,180 SCOTT RD,WATERBURY,CT,67053284,10/13/2022 12:00:00 AM,POINT (-72.994008992 41.536449018)
930891,KINDRED NURSING CENTERS EAST L.L.C.,BUSINESS,KINDRED NURSING CENTERS EAST L.L.C.,KINDRED NURSING AND REHABILITATION-CROSSINGS WEST,CCNH.002210C,CCNH,2210C,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,04/01/2010 12:00:00 AM,04/01/2014 12:00:00 AM,03/31/2016 12:00:00 AM,89 VIETS ST,NEW LONDON,CT,63203355,11/04/2014 12:00:00 AM,POINT (-72.111165008 41.338387998)
2252723,"STAMFORD HOSPITAL PULMONARY LABORATORY, THE",BUSINESS,"STAMFORD HOSPITAL PULMONARY LABORATORY, THE","STAMFORD HOSPITAL PULMONARY LABORATORY, THE",CLAB.00HP291,CLAB,HP291,,Clinical Laboratory,ACTIVE,CURRENT,1,06/06/2005 12:00:00 AM,07/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,ONE HOSPITAL PLAZA,STAMFORD,CT,6904,10/04/2023 12:00:00 AM,POINT (-73.552395037 41.054960983)
1596214,TOUCHPOINTS AT CHESTNUT,LIMITED LIABILITY COMPANY,TOUCHPOINTS AT CHESTNUT,TOUCHPOINTS AT CHESTNUT,CCNH.0002447,CCNH,2447,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,08/29/2018 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,171 MAIN ST,EAST WINDSOR,CT,60889682,09/06/2023 12:00:00 AM,POINT (-72.618570976 41.925914987)
2260486,INTEGRATED DERMATOLOGY OF CLINTON,LIMITED LIABILITY COMPANY,INTEGRATED DERMATOLOGY OF CLINTON,INTEGRATED DERMATOLOGY OF CLINTON,CLAB.0001070,CLAB,1070,,Clinical Laboratory,CLOSED,CLOSED,0,04/21/2022 12:00:00 AM,04/21/2022 12:00:00 AM,06/30/2024 12:00:00 AM,8 E MAIN ST STE 101,CLINTON,CT,64132058,04/10/2023 12:00:00 AM,POINT (-72.526553018 41.278356012)
929694,"AESTHETIC SURGERY CENTER, LLC",LIMITED LIABILITY COMPANY,"AESTHETIC SURGERY CENTER, LLC","DARIEN MEDICAL ARTS, LLC",ASC.0000317,ASC,317,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,722 POST RD,DARIEN,CT,68204744,09/01/2023 12:00:00 AM,POINT (-73.466909013 41.080115997)
929936,BRIDE BROOK HEALTH & REHAB.,CORPORATION  LTD (LIMITED),BRIDE BROOK HEALTH & REHAB.,BRIDE BROOK HEALTH & REHABILITATION CENTER,CCNH.0002308,CCNH,2308,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,04/01/2009 12:00:00 AM,04/01/2021 12:00:00 AM,03/31/2023 12:00:00 AM,23 LIBERTY WAY,NIANTIC,CT,63571030,09/01/2022 12:00:00 AM,POINT (-72.242893992 41.32103901)
930154,"SUMMIT AT PLANTSVILLE, THE",LIMITED LIABILITY COMPANY,"SUMMIT AT PLANTSVILLE, THE","SUMMIT AT PLANTSVILLE, THE",CCNH.0002262,CCNH,2262,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,07/01/2008 12:00:00 AM,07/01/2022 12:00:00 AM,06/30/2024 12:00:00 AM,261 SUMMIT ST,PLANTSVILLE,CT,64791124,05/24/2023 12:00:00 AM,POINT (-72.892342039 41.591841998)
933992,POMPERAUG WOODS,CORPORATION,POMPERAUG WOODS,POMPERAUG WOODS,ALSA.0000151,ALSA,151,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,05/28/2010 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,80 HERITAGE RD,SOUTHBURY,CT,64881882,07/26/2023 12:00:00 AM,POINT (-73.217271042 41.483498985)
930749,GLEN HILL CENTER,BUSINESS,GLEN HILL CENTER,GLEN HILL CENTER,CCNH.002217C,CCNH,2217C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,10/01/2008 12:00:00 AM,10/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,1 GLEN HILL RD,DANBURY,CT,68114921,03/05/2021 12:00:00 AM,POINT (-73.448592962 41.413658998)
2246965,SKIN CANCER CENTER OF FAIRFIELD COUNTY,BUSINESS,SKIN CANCER CENTER OF FAIRFIELD COUNTY,SKIN CANCER CENTER OF FAIRFIELD COUNTY,CLAB.0001035,CLAB,1035,,Clinical Laboratory,ACTIVE,CURRENT,1,01/04/2021 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,"1952 WHITNEY AVE, 2ND FLR",HAMDEN,CT,6517,07/24/2023 12:00:00 AM,POINT (-72.90727398 41.369808987)
930701,MADISON HOUSE,CORPORATION  LTD (LIMITED),MADISON HOUSE,MADISON HOUSE,CCNH.002201C,CCNH,2201C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,10/01/2009 12:00:00 AM,10/01/2021 12:00:00 AM,09/30/2023 12:00:00 AM,34 WILDWOOD AVE,MADISON,CT,64432102,11/29/2023 12:00:00 AM,POINT (-72.634794988 41.287354991)
