School ID,District Name,School Name,Organization Type,Organization Code,Address,Town,Zipcode,Phone,State,geometry,Student_Open_Date,Open_Year
901,Newtown School District,Hawley Elementary School,Public Schools,970111,29 Church Hill Rd.,Newtown,6470,203-426-7666,CT,POINT (-73.3029652 41.4152077),1984-01-07,1984
902,Regional School District 10,Regional School District 10,Regional School Districts,2100012,24 Lyon Road,Burlington,6013,860-673-2538,CT,POINT (-72.98823005089282 41.783332139752225),2002-01-07,2002
903,Trumbull School District,Madison Middle School,Public Schools,1445111,4630 Madison Ave.,Trumbull,6611,203-452-4499,CT,POINT (-73.2433421 41.2539173),1984-01-07,1984
904,Avon School District,Pine Grove School,Public Schools,40411,151 Scoville Rd.,Avon,6001,860-404-4790,CT,POINT (-72.8556396 41.7750875),1990-01-07,1990
905,Salisbury School District,Salisbury School District,Public School Districts,1220011,45 Lincoln City Road,Lakeville,6039,860-435-9871,CT,POINT (-73.4387578 41.9715233),1996-01-07,1996
906,Bridgeport School District,Waltersville School,Public Schools,153011,150 Hallett Street,Bridgeport,6608,203-275-2400,CT,POINT (-73.1752882 41.1831572),1984-01-07,1984
907,Danbury School District,Broadview Middle School,Public Schools,345111,72 Hospital Ave.,Danbury,6810,203-797-4861,CT,POINT (-73.4409285 41.4064942),1984-01-07,1984
908,Regional School District 18,Regional School District 18,Regional School Districts,2180012,49 Lyme Street,Old Lyme,6371,860-434-7238,CT,POINT (-72.3270813 41.3188902),2002-01-07,2002
909,Westport School District,Staples High School,Public Schools,1586111,70 North Ave.,Westport,6880,203-341-1210,CT,POINT (-73.32751322239844 41.15476855),1984-01-07,1984
910,Odyssey Community School District,Odyssey Community School,Public Charter Schools,2635113,579 Middle Tpke West,Manchester,6040,860-645-1234,CT,POINT (-72.5506458 41.7813658),1997-01-07,1997
911,Hartford School District,Hartford Public High School,Public Schools,646211,55 Forest Street,Hartford,6105,860-695-1300,CT,POINT (-72.70231361409068 41.7639962),2019-01-07,2019
912,Windsor School District,Poquonock Elementary School,Public Schools,1640511,1760 Poquonock Ave.,Windsor,6095,860-687-2080,CT,POINT (-72.6777638 41.9042),1984-01-07,1984
913,Greenwich School District,International School At Dundee,Public Schools,571311,55 Florence Rd.,Riverside,6878,203-637-3800,CT,POINT (-73.57661205424203 41.0518353),1999-01-07,1999
915,New Haven School District,Cooperative High School - Inter-District Magnet,Public Schools,936411,177 College Street,New Haven,6511,475-220-2400,CT,POINT (-72.9298555 41.3054331),1987-01-07,1987
916,New Milford School District,Northville Elementary School,Public Schools,960811,22 Hipp Rd.,New Milford,6776,860-355-3713,CT,POINT (-73.3942513 41.6184756),1984-01-07,1984
917,North Branford School District,North Branford Intermediate School,Public Schools,995111,654 Foxon Rd.,North Branford,6471,203-484-1500,CT,POINT (-72.8012529 41.3349554),1984-01-07,1984
918,Columbia School District,Columbia School District,Public School Districts,300011,3 Schoolhouse Road,Columbia,6237,860-228-9493,CT,POINT (-72.30066907754744 41.7049464),1996-01-07,1996
919,Naugatuck School District,Naugatuck School District,Public School Districts,880011,497 Rubber Avenue,Naugatuck,6770,203-720-5265,CT,POINT (-73.07149705604921 41.4898549150671),1996-01-07,1996
921,Vernon School District,Rockville High School,Public Schools,1466111,70 Loveland Hill,Vernon,6066,860-870-6050,CT,POINT (-72.4796654110355 41.85615455),1984-01-07,1984
922,Trumbull School District,Middlebrook School,Public Schools,1440311,220 Middlebrooks Ave.,Trumbull,6611,203-452-4411,CT,POINT (-73.21103633130721 41.2493073),1984-01-07,1984
923,Wilton School District,Miller-Driscoll School,Public Schools,1610511,217 Wolfpit Rd.,Wilton,6897,203-762-8678,CT,POINT (-73.432908 41.177446),1984-01-07,1984
924,Tolland School District,Tolland School District,Public School Districts,1420011,51 Tolland Grn,Tolland,6084,860-870-6850,CT,POINT (-72.36944230083503 41.87149195),1984-01-07,1984
925,Ellington School District,Ellington High School,Public Schools,486111,37 Maple St.,Ellington,6029,860-896-2352,CT,POINT (-72.46135163046512 41.9096568),1984-01-07,1984
926,Middletown School District,Snow School,Public Schools,831111,299 Wadsworth St.,Middletown,6457,860-347-2579,CT,POINT (-72.6720121 41.5400992),1984-01-07,1984
927,East Haven School District,East Haven High School,Public Schools,446111,35 Wheelbarrow Ln.,East Haven,6513,203-468-3254,CT,POINT (-72.83153525098547 41.3299067),1984-01-07,1984
928,Meriden School District,John Barry School,Public Schools,800511,124 Columbia St.,Meriden,6450,203-237-8831,CT,POINT (-72.80384075399684 41.5450565),1984-01-07,1984
929,Regional School District 16,Laurel Ledge School,Regional Schools,2160112,30 Highland Ave.,Beacon Falls,6403,203-729-5355,CT,POINT (-73.06211400035237 41.4487621),2002-01-07,2002
930,Bristol School District,Bristol Central High School,Public Schools,176111,480 Wolcott St.,Bristol,6010,860-584-7735,CT,POINT (-72.96078951849816 41.6621603),1984-01-07,1984
931,Unified School District #1,Unified School District #1,State Agencies,3360015,24 Wolcott Hill Road,Wethersfield,6109,860-692-7537,CT,POINT (-72.6720594 41.7262134),2000-01-07,2000
932,Hartford School District,Kinsella Magnet School of Performing Arts: PK-8 Campus,Public Schools,641111,65 Van Block Avenue,Hartford,6106,860-695-4140,CT,POINT (-72.6652378 41.7550127),1984-01-07,1984
933,New Haven School District,Truman School,Public Schools,932911,114 Truman St.,New Haven,6519,475-220-2100,CT,POINT (-72.94115412552205 41.29306326358148),1984-01-07,1984
934,Watertown School District,Polk School,Public Schools,1530411,435 Buckingham St.,Oakville,6779,860-945-4840,CT,POINT (-73.08542105790804 41.5985427843118),1984-01-07,1984
937,Milford School District,West Shore Middle School,Public Schools,845311,70 Kay Ave.,Milford,6460,203-783-3553,CT,POINT (-73.098766 41.1926),1997-01-07,1997
938,East Haddam School District,Nathan Hale-Ray Middle School,Public Schools,415111,73 Clark Gates Rd.,Moodus,6469,860-873-5081,CT,POINT (-72.446251 41.5219514),2008-01-08,2008
939,Oxford School District,Quaker Farms School,Public Schools,1080311,30 Great Oak Rd.,Oxford,6478,203-888-5842,CT,POINT (-73.1419703 41.4255229),1990-01-07,1990
940,Park City Prep Charter School District,Park City Prep Charter School District,Public Charter School Districts,2830013,1550 State Street,Bridgeport,6605,203-953-3766,CT,POINT (-73.2123996420314 41.1696218),2006-01-07,2006
941,Westport School District,Bedford Middle School,Public Schools,1585111,88 North Ave.,Westport,6880,203-341-1510,CT,POINT (-73.3299611209961 41.15890985),1984-01-07,1984
942,Plymouth School District,Harry S. Fisher Elementary School,Public Schools,1110411,79 North Main Street,Terryville,6786,860-314-2770,CT,POINT (-73.0071519 41.6852676),2008-02-09,2008
943,Waterbury School District,B. W. Tinker School,Public Schools,1512111,809 Highland Ave.,Waterbury,6708,203-574-8186,CT,POINT (-73.0514181 41.5361719),1984-01-07,1984
944,New Canaan School District,West School,Public Schools,900311,769 Ponus Ridge,New Canaan,6840,203-594-4410,CT,POINT (-73.52251521102902 41.14004815),1984-01-07,1984
945,Newington School District,John Wallace Middle School,Public Schools,945311,71 Halleran Dr.,Newington,6111,860-667-5888,CT,POINT (-72.7348231 41.6696505),1984-01-07,1984
946,Montville School District,Leonard J. Tyl Middle School,Public Schools,865111,166 Chesterfield Rd.,Oakdale,6370,860-848-2822,CT,POINT (-72.16790955468838 41.45591405),1992-01-07,1992
947,Somers School District,Mabelle B. Avery Middle School,Public Schools,1295111,1 Vision Boulevard,Somers,6071,860-749-2270,CT,POINT (-72.4613111 41.9787843),1997-01-07,1997
948,Connecticut Technical Education and Career System,Connecticut Technical Education and Career System,CT Technical Education and Career Districts,9000016,39 Woodland Street,Hartford,6105,860-807-2200,CT,POINT (-72.702195 41.7701412),1999-01-07,1999
949,Wallingford School District,Mark T. Sheehan High School,Public Schools,1486211,142 Hope Hill Road,Wallingford,6492,203-294-5900,CT,POINT (-72.83535616726695 41.4867298),1984-01-07,1984
950,East Hartford School District,Dr. John A. Langford School,Public Schools,432211,61 Alps Dr.,East Hartford,6108,860-622-5700,CT,POINT (-72.5994538817809 41.7929532),1984-01-07,1984
951,Area Cooperative Educational Services,Wintergreen Interdistrict Magnet School,Regional Education Service Center Schools,2440314,88 Bassett Road,North Haven,6473,203-281-9668,CT,POINT (-72.8362979 41.3973187),2000-01-07,2000
952,Brookfield School District,Huckleberry Hill Elementary School,Public Schools,180411,100 Candlewood Lake Rd.,Brookfield,6804,203-775-7675,CT,POINT (-73.41900879734362 41.44779355),1997-01-07,1997
953,Unified School District #1,Willard/Cybulski Correctional Institution,State Agency Facilities,3361515,391 Shaker Rd.,Enfield,6082,860-763-6190,CT,POINT (-72.50645793412305 42.0233442),2000-01-07,2000
955,Hartford School District,"M. L. King, Jr. Middle School",Public Schools,641611,25 Ridgefield Street,Hartford,6112,860-695-3980,CT,POINT (-72.6966104 41.7856835),1984-01-07,1984
956,Thompson School District,Tourtellotte Memorial High School,Public Schools,1416111,785 Riverside Dr.,North Grosvenordale,6255,860-923-9303,CT,POINT (-71.89787309538576 41.97743775),1984-01-07,1984
957,Capitol Region Education Council,Reggio Magnet School of the Arts,Regional Education Service Center Schools,2410314,59 Waterville Road,Avon,6001,860-674-8549,CT,POINT (-72.82035832800408 41.8010505),2008-02-09,2008
960,West Haven School District,Savin Rock Community School,Public Schools,1561411,50 Park St.,West Haven,6516,203-931-6850,CT,POINT (-72.94031606860972 41.2612345),1984-01-07,1984
961,Stonington School District,Stonington School District,Public School Districts,1370011,40 Field Street,Pawcatuck,6379,860-572-0506,CT,POINT (-71.8431278 41.3702148),1996-01-07,1996
962,West Haven School District,Carrigan 5/6 Intermediate School,Public Schools,1565311,2 Tetlow St.,West Haven,6516,203-937-4390,CT,POINT (-72.9724805 41.2909287),1984-01-07,1984
963,New Britain School District,Vance Elementary School,Public Schools,891511,183 Vance St.,New Britain,6052,860-225-8731,CT,POINT (-72.79313565323636 41.65447335),1984-01-07,1984
964,Griswold School District,Griswold School District,Public School Districts,580011,211 Slater Avenue,Griswold,6351,860-376-7600,CT,POINT (-71.98040962604455 41.59751475),1996-01-07,1996
965,Waterbury School District,Wendell L. Cross School,Public Schools,1510811,1255 Hamilton Ave.,Waterbury,6706,203-574-8171,CT,POINT (-73.01238569948981 41.5336539),1984-01-07,1984
966,Sherman School District,Sherman School,Public Schools,1270111,2 Route 37 East,Sherman,6784,860-355-3793,CT,POINT (-73.49633857502826 41.5793068),1984-01-07,1984
967,Bolton School District,Bolton Center School,Public Schools,120111,108 Notch Rd.,Bolton,6043,860-643-2411,CT,POINT (-72.43953659545109 41.7744163),1984-01-07,1984
968,Greenwich School District,Cos Cob School,Public Schools,570211,300 East Putnam Ave.,Cos Cob,6807,203-869-4670,CT,POINT (-73.59804246500984 41.0407685),1984-01-07,1984
969,Bethel School District,Frank A. Berry School,Public Schools,90111,200 Whittlesey Dr.,Bethel,6801,203-794-8680,CT,POINT (-73.3965549 41.3840241),1984-01-07,1984
970,West Hartford School District,Whiting Lane School,Public Schools,1551311,47 Whiting Ln.,West Hartford,6119,860-233-8541,CT,POINT (-72.7245468 41.7629683),1984-01-07,1984
971,Regional School District 19,E. O. Smith High School,Regional Schools,2196112,1235 Storrs Rd.,Storrs,6268,860-487-0877,CT,POINT (-72.24434313799802 41.8020254),2002-01-07,2002
972,Enfield School District,John F. Kennedy Middle School,Public Schools,495211,155 Raffia Rd.,Enfield,6082,860-763-8855,CT,POINT (-72.5636326 41.9567982),1984-01-07,1984
973,Danbury School District,Danbury School District,Public School Districts,340011,63 Beaver Brook Road,Danbury,6810,203-797-4701,CT,POINT (-73.42616616689128 41.407306),1996-01-07,1996
974,Norwich School District,John B. Stanton School,Public Schools,1041411,386 New London Tpke.,Norwich,6360,860-823-4207,CT,POINT (-72.10103208104012 41.5219692),1984-01-07,1984
975,Hampton School District,Hampton School District,Public School Districts,630011,380 Main Street,Hampton,6247,860-455-9409,CT,POINT (-72.0587146970714 41.79239065),1996-01-07,1996
976,Hartford School District,Pathways Academy of Technology and Design,Public Schools,646611,2 Pent Road,East Hartford,6118,860-695-9450,CT,POINT (-72.6348662928384 41.7405359),2003-01-07,2003
977,Deep River School District,Deep River School District,Public School Districts,360011,1 Winthrop Road,Deep River,6417,860-526-2417,CT,POINT (-72.4562226 41.3646322),1996-01-07,1996
978,Bridgeport School District,Columbus School,Public Schools,150511,300 University Avenue,Bridgeport,6604,203-275-2100,CT,POINT (-73.192622 41.165027),1984-01-07,1984
979,Canterbury School District,Dr. Helen Baldwin Middle School,Public Schools,225111,45 Westminster Rd.,Canterbury,6331,860-546-9421,CT,POINT (-71.97710381025433 41.69888595),1997-01-07,1997
980,Norwalk School District,Jefferson Marine Science Elementary School,Public Schools,1030711,75 Van Buren Avenue,Norwalk,6850,203-899-2870,CT,POINT (-73.4211164 41.1165257),1984-01-07,1984
982,Danbury School District,Pembroke School,Public Schools,341511,34 1/2 Pembroke Rd.,Danbury,6811,203-797-4751,CT,POINT (-73.4977043 41.4764944),1984-01-07,1984
983,Colchester School District,William J. Johnston Middle School,Public Schools,285111,360 Norwich Ave.,Colchester,6415,860-537-2313,CT,POINT (-72.3206838922469 41.57446895),1997-01-07,1997
985,Lisbon School District,Lisbon Central School,Public Schools,730111,15 Newent Rd.,Lisbon,6351,860-376-2403,CT,POINT (-72.01530537678278 41.6041633),1984-01-07,1984
986,Stafford School District,Stafford Elementary School,Public Schools,1340611,11 Levinthal Run,Stafford Springs,6076,860-684-6677,CT,POINT (-72.30156895871687 41.97142985),2007-01-07,2007
987,South Windsor School District,South Windsor High School,Public Schools,1326211,161 Nevers Rd.,South Windsor,6074,860-648-5000,CT,POINT (-72.55408803214166 41.84308235),1984-01-07,1984
988,Bethany School District,Bethany School District,Public School Districts,80011,44 Peck Road,Bethany,6524,203-393-1170,CT,POINT (-73.00002662548647 41.42210500489996),1996-01-07,1996
989,Winchester School District,Winchester School District,Public School Districts,1620011,338 Main Street,Winsted,6098,860-379-0706,CT,POINT (-73.06894598003828 41.9215281),1996-01-07,1996
990,Ashford School District,Ashford School,Public Schools,30111,440 Westford Rd.,Ashford,6278,860-429-6419,CT,POINT (-72.16789988672193 41.8922366),1998-01-07,1998
991,Bridgeport School District,John Winthrop School,Public Schools,153611,85 Eckart St.,Bridgeport,6606,203-576-7769,CT,POINT (-73.2319217 41.2210465),1984-01-07,1984
992,Regional School District 01,Housatonic Valley Regional High School,Regional Schools,2016112,246 Warren Turnpike Rd.,Falls Village,6031,860-824-5123,CT,POINT (-73.36156920408163 41.938168591836735),2002-01-07,2002
993,New Haven School District,Wilbur Cross High School,Public Schools,936111,181 Mitchell Dr.,New Haven,6511,475-220-7400,CT,POINT (-72.9079986 41.3246087),1984-01-07,1984
994,Glastonbury School District,Buttonball Lane School,Public Schools,540211,376 Buttonball Ln.,Glastonbury,6033,860-652-7276,CT,POINT (-72.5972 41.6895198),1984-01-07,1984
995,Canton School District,Canton High School,Public Schools,236111,76 Simonds Avenue,Canton,6019,860-693-7707,CT,POINT (-72.91596245453107 41.82376099621312),1984-01-07,1984
996,Bridgeport School District,"Aerospace/Hydrospace, Engineering and Physical Sciences Magnet High School",Public Schools,150811,840 Old Town Road,Bridgeport,6606,203-275-3343,CT,POINT (-73.18527028221652 41.2254734),,
997,Waterbury School District,West Side Middle School,Public Schools,1515211,483 Chase Parkway,Waterbury,6708,203-574-8120,CT,POINT (-73.0618807004203 41.54526845),1984-01-07,1984
998,Hartford School District,Expeditionary Learning Academy at Moylan School,Public Schools,643211,101 Catherine Street,Hartford,6106,860-695-4500,CT,POINT (-72.69918408276128 41.74574635),1998-01-07,1998
999,East Lyme School District,Lillie B. Haynes School,Public Schools,450411,29 Society Rd.,Niantic,6357,860-739-2922,CT,POINT (-72.21389214900213 41.34806575),1984-01-07,1984
1000,Ellington School District,Center School,Public Schools,480111,49 Main St.,Ellington,6029,860-896-2315,CT,POINT (-72.4664985 41.9040285),1984-01-07,1984
1001,Manchester School District,Highland Park School,Public Schools,770411,397 Porter St.,Manchester,6040,860-647-3430,CT,POINT (-72.49357896278542 41.77364295),,
1003,East Hampton School District,Center School,Public Schools,420311,7 Summit St.,East Hampton,6424,860-365-4050,CT,POINT (-72.50209696712409 41.57725),1984-01-07,1984
1004,Orange School District,Turkey Hill School,Public Schools,1070411,441 Turkey Hill Rd.,Orange,6477,203-891-8040,CT,POINT (-73.0433568 41.2891252),1984-01-07,1984
1005,Watertown School District,John Trumbull Primary School,Public Schools,1530211,779 Buckingham St.,Oakville,6779,860-945-2776,CT,POINT (-73.0840574 41.5958222),1999-01-07,1999
1006,Unified School District #1,York Correctional Institution,State Agency Facilities,3362515,201 West Main St.,Niantic,6357,860-451-3228,CT,POINT (-72.23723036276425 41.32302575),2000-01-07,2000
1007,Regional School District 15,Pomperaug School,Regional Schools,2150512,607 Main St. S,Southbury,6488,203-264-8283,CT,POINT (-73.22599323546848 41.46564855),2002-01-07,2002
1008,Milford School District,Orchard Hills School,Public Schools,841811,185 Marino Dr.,Milford,6460,203-783-3566,CT,POINT (-73.0234121 41.2203549),1984-01-07,1984
1009,Southington School District,Zaya A. Oshana Elementary School,Public Schools,1310611,70 Church Street,Southington,6479,860-628-3450,CT,POINT (-72.8959819 41.5895038),1984-01-07,1984
1010,Fairfield School District,Jennings School,Public Schools,511711,31 Palm Dr.,Fairfield,6824,203-255-8316,CT,POINT (-73.24566878335183 41.186708980689424),1984-01-07,1984
1011,Hartford School District,Betances STEM Magnet School,Public Schools,643811,400 Wethersfield Avenue,Hartford,6114,860-695-2970,CT,POINT (-72.67148579985789 41.74570945),2012-01-07,2012
1012,Waterbury School District,Hopeville School,Public Schools,1511311,2 Cypress St.,Waterbury,6706,203-574-8173,CT,POINT (-73.03387 41.532959),1984-01-07,1984
1013,Suffield School District,Suffield School District,Public School Districts,1390011,350 Mountain Road,Suffield,6078,860-668-3800,CT,POINT (-72.66324150041123 41.98465475),1996-01-07,1996
1014,Plainville School District,Middle School of Plainville,Public Schools,1105211,150 Northwest Dr.,Plainville,6062,860-793-3250,CT,POINT (-72.88629985343925 41.6842488),1992-01-07,1992
1015,Hamden School District,Ridge Hill School,Public Schools,621111,120 Carew Rd.,Hamden,6517,203-407-2035,CT,POINT (-72.89670239186108 41.34681895),1984-01-07,1984
1016,New Haven School District,Fair Haven School,Public Schools,931611,164 Grand Ave.,New Haven,6513,475-220-2600,CT,POINT (-72.89331594622317 41.3087185),2007-01-07,2007
1017,New Hartford School District,Ann Antolini School,Public Schools,920311,30 Antolini Road,New Hartford,6057,860-489-4169,CT,POINT (-73.0138431 41.8274782),1984-01-07,1984
1018,Bridgeport School District,High Horizons Magnet School,Public Schools,154511,700 Palisade Ave.,Bridgeport,6610,203-576-7807,CT,POINT (-73.16297636586256 41.20348025),1997-01-07,1997
1019,Regional School District 07,Northwestern Regional Middle School,Regional Schools,2075112,100 Battistoni Dr.,Winsted,6098,860-379-7243,CT,POINT (-73.0477852 41.9152045),2002-01-07,2002
1021,East Hartford School District,Dr. Thomas S. O'Connell School,Public Schools,431011,305 May Rd.,East Hartford,6118,860-622-5400,CT,POINT (-72.5902059 41.7356292),1984-01-07,1984
1022,Highville Charter School District,Highville Charter School District,Public Charter School Districts,2860013,One Science Park,New Haven,6511,203-287-0528,CT,POINT (-72.92608237191135 41.3234096),2007-01-07,2007
1023,Stamford School District,Davenport Ridge School,Public Schools,1352011,1300 Newfield Ave.,Stamford,6905,203-977-4291,CT,POINT (-73.5333225 41.1045533),1984-01-07,1984
1024,Franklin School District,Franklin School District,Public School Districts,530011,206 Pond Road,North Franklin,6254,860-642-6113,CT,POINT (-72.1247989 41.6311727),1996-01-07,1996
1025,Capitol Region Education Council,Academy of Aerospace and Engineering,Regional Education Service Center Schools,2415114,1101 Kennedy Road,Windsor,6095,860-243-0857,CT,POINT (-72.65310670193978 41.89551475),,
1026,Learn,Three Rivers Middle College Magnet School,Regional Education Service Center Schools,2456214,574 New London Turnpike,Norwich,6360,860-215-9055,CT,POINT (-72.1029761 41.5097547),,
1027,Coventry School District,Capt. Nathan Hale School,Public Schools,325111,1776 Main Street,Coventry,6238,860-742-7334,CT,POINT (-72.31045806928012 41.7808021),1984-01-07,1984
1028,Granby School District,Kelly Lane Primary School,Public Schools,560411,60 Kelly Ln.,Granby,6035,860-844-3041,CT,POINT (-72.80992492881694 41.9678062),1984-01-07,1984
1029,Windham School District,Natchaug School,Public Schools,1630111,123 Jackson St.,Willimantic,6226,860-465-2380,CT,POINT (-72.20671509189977 41.7137339),1984-01-07,1984
1030,North Haven School District,Clintonville Elementary School,Public Schools,1010811,456 Clintonville Rd.,North Haven,6473,203-239-5865,CT,POINT (-72.8329643 41.3904265),1984-01-07,1984
1032,Meriden School District,Benjamin Franklin School,Public Schools,800111,426 West Main St.,Meriden,6450,203-235-7997,CT,POINT (-72.8182456 41.5390674),1984-01-07,1984
1033,Greenwich School District,Central Middle School,Public Schools,575111,9 Indian Rock Ln.,Greenwich,6830,203-661-8500,CT,POINT (-73.60562426590315 41.0488932),1984-01-07,1984
1034,Manchester School District,Buckley School,Public Schools,770311,250 Vernon Street,Manchester,6042,860-647-3302,CT,POINT (-72.49417845513801 41.7934176),1984-01-07,1984
1035,Suffield School District,McAlister Intermediate School,Public Schools,1390311,260 Mountain Road,Suffield,6078,860-668-3830,CT,POINT (-72.66052558633558 41.985435),2004-01-07,2004
1036,Lebanon School District,Lyman Memorial High School,Public Schools,716211,917 Exeter Rd.,Lebanon,6249,860-642-7567,CT,POINT (-72.23855638179936 41.62376665),1992-01-07,1992
1037,Bloomfield School District,Carmen Arace Middle School,Public Schools,115211,390 Park Avenue,Bloomfield,6002,860-286-2622,CT,POINT (-72.71656135474228 41.8239087),1984-01-07,1984
1038,Weston School District,Weston Intermediate School,Public Schools,1570211,95 School Rd.,Weston,6883,203-221-6330,CT,POINT (-73.3775353 41.2076689),2005-01-07,2005
1039,West Hartford School District,King Philip Middle School,Public Schools,1555111,100 King Philip Dr.,West Hartford,6117,860-233-8236,CT,POINT (-72.74019333026185 41.7937177),1984-01-07,1984
1040,Regional School District 18,Center School,Regional Schools,2180312,49 Lyme St.,Old Lyme,6371,860-434-7238,CT,POINT (-72.3270813 41.3188902),2002-01-07,2002
1041,Danbury School District,Shelter Rock School,Public Schools,341211,2 Crows Nest Rd.,Danbury,6810,203-797-4777,CT,POINT (-73.428682 41.44187),1984-01-07,1984
1042,Suffield School District,Suffield Middle School,Public Schools,1395111,350 Mountain Rd.,Suffield,6078,860-668-3820,CT,POINT (-72.66324150041123 41.98465475),1984-01-07,1984
1045,Connecticut Technical Education and Career System,W. F. Kaynor Technical High School,CT Technical Education and Career Schools,9002316,43 Tompkins St.,Waterbury,6708,203-596-4302,CT,POINT (-73.066781393128 41.57576305),2000-01-07,2000
1046,Bethel School District,Bethel High School,Public Schools,96111,300 Whittlesey Dr.,Bethel,6801,203-794-8600,CT,POINT (-73.3925284 41.3812136),1984-01-07,1984
1047,Bridgeport School District,Barnum School,Public Schools,150111,495 Waterview Avenue,Bridgeport,6608,203-275-2300,CT,POINT (-73.1743213 41.1831088),1984-01-07,1984
1048,Stratford School District,Stratford School District,Public School Districts,1380011,1000 East Broadway,Stratford,6615,203-385-4210,CT,POINT (-73.1291925 41.1937736),1996-01-07,1996
1049,Killingly School District,Killingly Intermediate School,Public Schools,695211,1599 Upper Maple St.,Dayville,6241,860-779-6700,CT,POINT (-71.89736917332854 41.8505326),1990-01-07,1990
1050,Torrington School District,Vogel-Wetmore School,Public Schools,1431311,68 Church St.,Torrington,6790,860-489-2570,CT,POINT (-73.1232994 41.8039157),1987-01-07,1987
1051,Derby School District,Irving School,Public Schools,370411,9 Garden Place,Derby,6418,203-736-5043,CT,POINT (-73.088184 41.3277292),1984-01-07,1984
1052,Darien School District,Ox Ridge Elementary School,Public Schools,351311,395 Mansfield Ave.,Darien,6820,203-655-2579,CT,POINT (-73.4857598 41.1030668),1984-01-07,1984
1053,Berlin School District,Emma Hart Willard School,Public Schools,70411,1088 Norton Rd.,Berlin,6037,860-828-4151,CT,POINT (-72.7560217 41.6164862),1984-01-07,1984
1054,The Bridge Academy District,The Bridge Academy,Public Charter Schools,2696113,160 Pulaski Street,Bridgeport,6608,203-336-9999,CT,POINT (-73.18381677808509 41.1838013),1997-01-07,1997
1055,Stamford School District,K. T. Murphy School,Public Schools,1350511,19 Horton St.,Stamford,6902,203-977-4516,CT,POINT (-73.5111395 41.0478787),1984-01-07,1984
1056,Union School District,Union School District,Public School Districts,1450011,18 Kinney Hollow Road,Union,6076,860-684-3146,CT,POINT (-72.1619602 41.9873427),1996-01-07,1996
1057,Fairfield School District,Osborn Hill School,Public Schools,511811,760 Stillson Rd.,Fairfield,6824,203-255-8340,CT,POINT (-73.2565614 41.1769923),1997-01-07,1997
1058,Trumbull School District,Hillcrest Middle School,Public Schools,1445211,530 Daniels Farm Rd.,Trumbull,6611,203-452-4466,CT,POINT (-73.1965791 41.2604346),1984-01-07,1984
1059,Hartford School District,Wish Museum School,Public Schools,642211,104 Vine Street,Hartford,6112,860-695-5600,CT,POINT (-72.68738928824433 41.78253915),1984-01-07,1984
1060,Newtown School District,Head O'Meadow Elementary School,Public Schools,970411,94 Boggs Hill Rd.,Newtown,6470,203-426-7670,CT,POINT (-73.31593198250073 41.38346305),1984-01-07,1984
1061,Seymour School District,Seymour High School,Public Schools,1246111,2 Botsford Rd.,Seymour,6483,203-888-2561,CT,POINT (-73.0986525 41.3851635),1984-01-07,1984
1062,New Haven School District,East Rock Community Magnet School,Public Schools,934611,133 Nash St.,New Haven,6511,475-220-5900,CT,POINT (-72.9079039 41.3192889),1984-01-07,1984
1063,Greenwich School District,Julian Curtiss School,Public Schools,570311,180 East Elm St.,Greenwich,6830,203-869-1896,CT,POINT (-73.61920180410176 41.03193375),1984-01-07,1984
1064,East Hartford School District,East Hartford School District,Public School Districts,430011,1110 Main Street,East Hartford,6108,860-622-5100,CT,POINT (-72.6411616 41.7728618),1996-01-07,1996
1065,Brooklyn School District,Brooklyn School District,Public School Districts,190011,119 Gorman Road,Brooklyn,6234,860-774-9732,CT,POINT (-71.93643000185398 41.78538985),1996-01-07,1996
1066,Easton School District,Samuel Staples Elementary School,Public Schools,460111,515 Morehouse Road,Easton,6612,203-261-3607,CT,POINT (-73.2879709 41.2392258),1984-01-07,1984
1067,East Windsor School District,Broad Brook Elementary School,Public Schools,470111,14 Rye St.,East Windsor,6016,860-623-2433,CT,POINT (-72.5466501 41.9109879),1984-01-07,1984
1068,Ansonia School District,Prendergast School,Public Schools,20811,59 Finney St.,Ansonia,6401,203-736-5080,CT,POINT (-73.05866840799146 41.33266793495545),1999-01-07,1999
1069,Glastonbury School District,Gideon Welles School,Public Schools,540811,1029 Neipsic Rd.,Glastonbury,6033,860-652-7800,CT,POINT (-72.5473853 41.7015703),1997-01-07,1997
1070,Cheshire School District,Norton School,Public Schools,250511,414 North Brooksvale Rd.,Cheshire,6410,203-272-7283,CT,POINT (-72.9186005 41.4794693),1984-01-07,1984
1071,Waterbury School District,Wilby High School,Public Schools,1516311,568 Bucks Hill Rd.,Waterbury,6704,203-574-8100,CT,POINT (-73.0263601 41.6042643),1984-01-07,1984
1072,Stamford School District,Stillmeadow School,Public Schools,1352111,800 Stillwater Rd.,Stamford,6902,203-977-4507,CT,POINT (-73.55984797148332 41.0694449),1984-01-07,1984
1075,Naugatuck School District,Naugatuck High School,Public Schools,886111,543 Rubber Ave.,Naugatuck,6770,203-720-5400,CT,POINT (-73.07259740346296 41.49253315),1984-01-07,1984
1076,Fairfield School District,Riverfield School,Public Schools,511211,1625 Mill Plain Rd.,Fairfield,6824,203-255-8328,CT,POINT (-73.2695364 41.1615796),1984-01-07,1984
