Credential ID,Name,Type,Business Name,DBA,Full Credential Code,Credential,Status,Issue Date,Effective Date,Expiration Date,Address,City,Zip Code,Location,Healthcare ID
930601,NOBLE HORIZONS,BUSINESS,NOBLE HORIZONS,NOBLE HORIZONS,CCRH.000936C,Chronic & Convalescent Nursing Homes and Rest Home with Nursing Supervision,ACTIVE IN RENEWAL,01-04-2008,01-04-2022,03/31/2024,17 COBBLE RD,SALISBURY,6068,POINT (-73.419453024 41.990286998),232
1268587,GREENWICH WOODS REHABILITATION,LIMITED LIABILITY COMPANY,GREENWICH WOODS REHABILITATION,GREENWICH WOODS REHABILITATION,CCNH.0002403,Chronic & Convalescent Nursing Home,ACTIVE,02/23/2015,01-01-2023,12/31/2024,1165 KING ST,GREENWICH,6831,POINT (-73.692543979 41.060746005),233
2243798,QUEST DIAGNOSTICS,BUSINESS,QUEST DIAGNOSTICS,QUEST DIAGNOSTICS LLC,CLAB.0000755,Clinical Laboratory,ACTIVE,12-01-1993,01-10-2022,09/30/2024,85 SEYMOUR ST STE 215,HARTFORD,6106,POINT (-72.681265014 41.754573002),234
2369452,"WEST RIVER SURGERY, LLC",LIMITED LIABILITY COMPANY,"WEST RIVER SURGERY, LLC","WEST RIVER SURGERY, LLC",ASC.0000377,Out-Patient Surgical Facility,ACTIVE,08/16/2022,08/16/2022,06/30/2024,"5 DURHAM ROAD, SUITE 1-8",GUILFORD,6437,POINT (-72.684261963 41.298445003),235
930029,MASONICARE AT ASHLAR VILLAGE/POND RIDGE,CORPORATION,MASONICARE AT ASHLAR VILLAGE/POND RIDGE,MASONICARE AT ASHLAR VILLAGE/POND RIDGE,ALSA.0000087,Assisted Living Service Agency,ACTIVE,01-10-2008,01-10-2022,09/30/2024,CHESHIRE RD,WALLINGFORD,6492,POINT (-72.855401365 41.46354713),236
2535067,"EAST SIDE CLINICAL LABORATORY, INC.",CORPORATION,"EAST SIDE CLINICAL LABORATORY, INC.","EAST SIDE CLINICAL LABORATORY, INC.",CLAB.0001107,Clinical Laboratory,ACTIVE,09/27/2023,01-10-2023,09/30/2025,55 Town St.,Norwich,6360,POINT (-72.092470644 41.547218824),237
930485,WOLCOTT HALL NURSING CENTER INC.,CORPORATION,WOLCOTT HALL NURSING CENTER INC.,"WOLCOTT HALL NURSING CENTER, INC.",CCNH.001096C,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2009,01-04-2023,03/31/2025,215 FOREST ST,TORRINGTON,6790,POINT (-73.128534012 41.808384988),238
2252160,HOSPITAL OF CENTRAL CONNECTICUT PULMONARY LABORATORY,BUSINESS,HOSPITAL OF CENTRAL CONNECTICUT PULMONARY LABORATORY,HOSPITAL OF CENTRAL CONNECTICUT PULMONARY LABORATORY,CLAB.00HP303,Clinical Laboratory,ACTIVE,08-11-2004,01-01-2023,12/31/2024,100 GRAND ST,NEW BRITAIN,6052,POINT (-72.786956035 41.661446999),239
2088620,ARK HEALTHCARE & REHABILITATION AT ST. CAMILLUS CENTER,LIMITED LIABILITY COMPANY,ARK HEALTHCARE & REHABILITATION AT ST. CAMILLUS CENTER,ARK HEALTHCARE & REHABILITATION AT ST. CAMILLUS CENTER,CCNH.0002457,Chronic & Convalescent Nursing Home,ACTIVE,10/21/2020,01-10-2022,09/30/2024,494 ELM ST,STAMFORD,6902,POINT (-73.52619698 41.050405),240
2248521,COMPLETE CARE AT MERIDEN LLC,LIMITED LIABILITY COMPANY,COMPLETE CARE AT MERIDEN LLC,COMPLETE CARE AT MERIDEN LLC,CCNH.0002463,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,02-09-2021,01-09-2021,06/30/2023,845 PADDOCK AVE,MERIDEN,6450,POINT (-72.779072017 41.505846019),241
2243969,"OMAR A. IBRAHIMI, M.D.,PHD, LLC",LIMITED LIABILITY COMPANY,"OMAR A. IBRAHIMI, M.D.,PHD, LLC",Connecitcut SKIN INSTITUTE,CLAB.0000787,Clinical Laboratory,ACTIVE,09-01-2017,01-04-2023,03/31/2025,60 COMMERCE PARK STE C,MILFORD,6460,POINT (-73.04745099 41.228557525),242
2244575,"FAMILY PRACTICE & INTERNAL MEDICINE, LLC",LIMITED LIABILITY COMPANY,"FAMILY PRACTICE & INTERNAL MEDICINE, LLC",CAREMEDICA,CLAB.0000911,Clinical Laboratory,ACTIVE IN RENEWAL,09/28/2015,01-04-2022,03/31/2024,2200 WHITNEY AVE STE 100,HAMDEN,6518,POINT (-72.904813976 41.376761986),243
2243971,PARK AVENUE FERTILITY & REPRODUCTIVE MEDICINE,LIMITED LIABILITY COMPANY,PARK AVENUE FERTILITY & REPRODUCTIVE MEDICINE,PARK AVENUE FERTILITY & REPRODUCTIVE MEDICINE,CLAB.0000788,Clinical Laboratory,ACTIVE,06-10-2010,01-04-2023,03/31/2025,5520 PARK AVE STE WP-G-250,TRUMBULL,6611,POINT (-73.243206997 41.227398986),244
1403651,"HHC HARTFORD SURGERY CENTER, LLC",LIMITED LIABILITY COMPANY,"HHC HARTFORD SURGERY CENTER, LLC",HHC HARTFORD SURGERY CENTER,ASC.0000355,Out-Patient Surgical Facility,ACTIVE,02/16/2017,01-01-2023,12/31/2024,31 SEYMOUR ST,HARTFORD,6106,POINT (-72.681873037 41.753001982),245
929627,SPLIT ROCK SURGICAL ASSOCIATES,CORPORATION,SPLIT ROCK SURGICAL ASSOCIATES,SPLIT ROCK SURGICAL ASSOCIATES,ASC.0000297,Out-Patient Surgical Facility,ACTIVE,01-10-2008,01-10-2022,09/30/2024,539 DANBURY RD,WILTON,6897,POINT (-73.427022972 41.230355995),246
930467,SUNRISE OF STAMFORD,LIMITED LIABILITY COMPANY,SUNRISE OF STAMFORD,SUNRISE OF STAMFORD,ALSA.0000068,Assisted Living Service Agency,ACTIVE,01-04-2009,01-04-2023,03/31/2025,251 TURN OF RIVER RD,STAMFORD,6905,POINT (-73.54339698 41.111006998),247
1520378,DOUGLAS MANOR,LIMITED LIABILITY COMPANY,DOUGLAS MANOR,DOUGLAS MANOR,CCNH.0002445,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,05-06-2018,01-04-2022,03/31/2024,103 NORTH RD,WINDHAM,6280,POINT (-72.169122012 41.705055987),248
2526223,AUTUMN LAKE HEALTHCARE AT MADISON,LIMITED LIABILITY COMPANY,AUTUMN LAKE HEALTHCARE AT MADISON,AUTUMN LAKE HEALTHCARE AT MADISON,CCNH.0002486,Chronic & Convalescent Nursing Home,ACTIVE,11/29/2023,11/28/2023,09/30/2025,34 WILDWOOD AVE,MADISON,6443,POINT (-72.634794988 41.287354991),249
929773,ARDEN COURTS OF FARMINGTON CT LLC,LIMITED LIABILITY COMPANY,ARDEN COURTS OF FARMINGTON CT LLC,ARDEN COURTS (FARMINGTON),ALSA.0000123,Assisted Living Service Agency,ACTIVE,01-10-2009,01-10-2023,09/30/2025,45 SOUTH RD,FARMINGTON,6032,POINT (-72.798491964 41.725456995),250
1067710,SHARON HEALTH CARE CENTER,LIMITED LIABILITY COMPANY,SHARON HEALTH CARE CENTER,SHARON HEALTH CARE CENTER,CCNH.0002382,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,10-04-2012,01-04-2022,03/31/2024,27 HOSPITAL HILL RD,SHARON,6069,POINT (-73.48010196 41.877937015),251
930084,CONNECTICUT EYE SURGERY CENTER SOUTH L.L.C.,LIMITED LIABILITY COMPANY,CONNECTICUT EYE SURGERY CENTER SOUTH L.L.C.,CONNECTICUT EYE SURGERY CENTER SOUTH L.L.C.,ASC.0000277,Out-Patient Surgical Facility,ACTIVE,01-01-2010,01-01-2024,12/31/2025,60 WELLINGTON RD,MILFORD,6461,POINT (-73.073735979 41.254238007),252
2247572,QUEST DIAGNOSTICS LLC,LIMITED LIABILITY COMPANY,QUEST DIAGNOSTICS LLC,QUEST DIAGNOSTICS LLC,CLAB.0000856,Clinical Laboratory,ACTIVE,04/29/2013,01-07-2023,06/30/2025,60 WESTWOOD AVE,WATERBURY,6708,POINT (-73.063698985 41.561137997),253
2511560,Quest Diagnostics LLC,LIMITED LIABILITY COMPANY,Quest Diagnostics LLC,Quest Diagnostics LLC,CLAB.0001099,Clinical Laboratory,ACTIVE,,07/31/2023,09/30/2025,99 Executive Blvd,Southington,6489,POINT (-72.900507018 41.613792987),254
2488353,Quest Diagnostics,LIMITED LIABILITY COMPANY,Quest Diagnostics,Quest Diagnostics,CLAB.0001094,Clinical Laboratory,ACTIVE,12-06-2023,12-06-2023,06/30/2025,930 North Colony Road,Wallingford,6492,POINT (-72.807166983 41.483966988),255
1457198,BRIDGES BY EPOCH AT NORWALK,LIMITED LIABILITY COMPANY,BRIDGES BY EPOCH AT NORWALK,BRIDGES BY EPOCH AT NORWALK,ALSA.0000190,Assisted Living Service Agency,ACTIVE,10/19/2017,01-10-2023,09/30/2025,123 RICHARDS AVE,NORWALK,6854,POINT (-73.452320981 41.097435984),256
2291666,WATERSTONE ON HIGH RIDGE,LIMITED LIABILITY COMPANY,WATERSTONE ON HIGH RIDGE,WATERSTONE ON HIGH RIDGE,ALSA.0000232,Assisted Living Service Agency,ACTIVE IN RENEWAL,01/25/2022,01/25/2022,12/31/2023,215 HIGH RIDGE RD,STAMFORD,6905,POINT (-73.5499182 41.078747421),257
1532874,"RESIDENCE AT SUMMER STREET, THE",LIMITED LIABILITY COMPANY,"RESIDENCE AT SUMMER STREET, THE","RESIDENCE AT SUMMER STREET, THE",ALSA.0000200,Assisted Living Service Agency,ACTIVE,07/30/2018,01-07-2022,06/30/2024,14 2ND ST,STAMFORD,6905,POINT (-73.542312027 41.063895003),258
1520434,COMMONS OF NEWTOWN THE,LIMITED LIABILITY COMPANY,COMMONS OF NEWTOWN THE,COMMONS OF NEWTOWN THE,ALSA.0000197,Assisted Living Service Agency,ACTIVE IN RENEWAL,11-06-2018,01-04-2022,03/31/2024,139 TODDY HILL ROAD,NEWTOWN,6470,POINT (-73.255222958 41.382851019),259
2237610,"DERMATOPATHOLOGY LAB OF NEW ENGLAND, PC",LIMITED LIABILITY COMPANY,"DERMATOPATHOLOGY LAB OF NEW ENGLAND, PC","DERMATOPATHOLOGY LAB OF NEW ENGLAND, PC",CLAB.0000562,Clinical Laboratory,ACTIVE,10-06-2003,01-10-2023,09/30/2025,140 GREEN RD,MERIDEN,6450,POINT (-72.80086002 41.515388019),260
930520,"BISHOP WICKE HEALTH AND REHABILITATION CENTER, INC.",NON-PROFIT CORPORATION,"BISHOP WICKE HEALTH AND REHABILITATION CENTER, INC.","BISHOP WICKE HEALTH AND REHABILITATION CENTER, INC.",CCNH.000812C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-01-2010,01-01-2022,12/31/2023,584 LONG HILL AVE,SHELTON,6484,POINT (-73.097487024 41.282153014),261
2227718,CHESHIRE SURGERY CENTER,LIMITED LIABILITY COMPANY,CHESHIRE SURGERY CENTER,CHESHIRE SURGERY CENTER,ASC.0000372,Out-Patient Surgical Facility,ACTIVE,06/21/2021,01-04-2023,03/31/2025,765 W JOHNSON AVENUE,CHESHIRE,6410,POINT (-72.921988998 41.556206002),262
2246071,PEDIATRIC HEALTHCARE ASSOCIATES,CORPORATION,PEDIATRIC HEALTHCARE ASSOCIATES,PEDIATRIC HEALTHCARE ASSOCIATES,CLAB.0001029,Clinical Laboratory,ACTIVE,01-09-2020,01-10-2023,09/30/2025,99 HAWLEY LN,STRATFORD,6614,POINT (-73.148391998 41.230336005),263
2251556,NEW MILFORD HOSPITAL LABORATORY,NON-PROFIT CORPORATION,NEW MILFORD HOSPITAL LABORATORY,NEW MILFORD HOSPITAL LABORATORY,CLAB.00HP228,Clinical Laboratory,ACTIVE,01-07-2023,01-07-2023,06/30/2025,21 ELM ST,NEW MILFORD,6776,POINT (-73.409513009 41.58192298),264
1328376,"WINDSOR HEALTH AND REHABILITATION CENTER, LLC",LIMITED LIABILITY COMPANY,"WINDSOR HEALTH AND REHABILITATION CENTER, LLC","WINDSOR HEALTH AND REHABILITATION CENTER, LLC",CCNH.0002418,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,12-01-2016,01-01-2022,12/31/2023,581 POQUONOCK AVE,WINDSOR,6095,POINT (-72.660536986 41.869022987),265
2252066,SHARON HOSPITAL LABORATORY,CORPORATION,SHARON HOSPITAL LABORATORY,SHARON HOSPITAL LABORATORY,CLAB.00HP365,Clinical Laboratory,ACTIVE,01-08-2017,01-10-2023,09/30/2025,50 HOSPITAL HILL RD,SHARON,6069,POINT (-73.481587988 41.880554013),266
930651,GLADEVIEW HEALTH CARE CENTER,CORPORATION,GLADEVIEW HEALTH CARE CENTER,GLADEVIEW HEALTH CARE CTR,CCNH.002024C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-04-2008,01-04-2022,03/31/2024,60 BOSTON POST RD,OLD SAYBROOK,6475,POINT (-72.361708978 41.311582002),267
2243861,"ESOTERIX GENETIC LABORATORIES, LLC",LIMITED LIABILITY COMPANY,"ESOTERIX GENETIC LABORATORIES, LLC","ESOTERIX GENETIC LABORATORIES, LLC",CLAB.0000898,Clinical Laboratory,ACTIVE,07-09-2018,01-10-2022,09/30/2024,3 FOREST PKWY,SHELTON,6484,POINT (-73.107646063 41.286916087),268
2236197,QUEST DIAGNOSTICS,LIMITED LIABILITY COMPANY,QUEST DIAGNOSTICS,QUEST DIAGNOSTICS LLC,CLAB.0000097,Clinical Laboratory,ACTIVE,01/19/1993,01-04-2023,03/31/2025,21 WOODLAND STREET,HARTFORD,6105,POINT (-72.702456979 41.769027008),269
929674,NORTH HAVEN SURGERY CENTER LLC,LIMITED LIABILITY COMPANY,NORTH HAVEN SURGERY CENTER LLC,"NORTH HAVEN SURGERY CENTER, LLC",ASC.0000306,Out-Patient Surgical Facility,ACTIVE,01-04-2009,01-04-2023,03/31/2025,52 WASHINGTON AVE STE A,NORTH HAVEN,6473,POINT (-72.858314027 41.391424994),270
930895,JEFFERSON HOUSE,NON-PROFIT CORPORATION,JEFFERSON HOUSE,JEFFERSON HOUSE,CCNH.000993C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-04-2010,01-04-2022,03/31/2024,1 JOHN H STEWART DR,NEWINGTON,6111,POINT (-72.714200026 41.695505018),271
1003737,ATRIA DARIEN,LIMITED LIABILITY COMPANY,ATRIA DARIEN,ATRIA DARIEN,ALSA.0000158,Assisted Living Service Agency,ACTIVE,06/22/2011,01-04-2023,03/31/2025,50 LEDGE RD,DARIEN,6820,POINT (-73.483637028 41.072411016),272
930882,APPLE REHAB ROCKY HILL,CORPORATION,APPLE REHAB ROCKY HILL,APPLE REHAB ROCKY HILL,CCNH.002006C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-10-2009,01-10-2021,09/30/2023,45 ELM ST,ROCKY HILL,6067,POINT (-72.641606039 41.665441017),273
930918,TWIN MAPLES HEALTH CARE FACILITY,CORPORATION,TWIN MAPLES HEALTH CARE FACILITY,TWIN MAPLES HEALTH CARE FACILITY,CCNH.0002315,Chronic & Convalescent Nursing Home,ACTIVE,01-10-2009,01-10-2023,09/30/2025,809 NEW HAVEN RD # R,DURHAM,6422,POINT (-72.719391022 41.437882991),274
930661,VALERIE MANOR,CORPORATION,VALERIE MANOR,VALERIE MANOR,CCNH.001070C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-10-2009,01-10-2021,09/30/2023,1360 TORRINGFORD ST,TORRINGTON,6790,POINT (-73.077436002 41.82715999),275
2245000,HARTFORD HEALTHCARE CANCER INSTITUTE AT BACKUS HOSPITAL,NON-PROFIT CORPORATION,HARTFORD HEALTHCARE CANCER INSTITUTE AT BACKUS HOSPITAL,HARTFORD HEALTHCARE CANCER INSTITUTE AT BACKUS HOSPITAL,CLAB.0000922,Clinical Laboratory,ACTIVE,08/15/2018,01-10-2022,09/30/2024,584 NORWICH RD,PLAINFIELD,6374,POINT (-71.914333258 41.680822684),276
1462180,"CONSTITUTION SURGERY CENTER EAST, LLC",LIMITED LIABILITY COMPANY,"CONSTITUTION SURGERY CENTER EAST, LLC","CONSTITUTION SURGERY CENTER EAST, LLC",ASC.0000357,Out-Patient Surgical Facility,ACTIVE,11/20/2017,01-10-2023,09/30/2025,140 CROSS RD,WATERFORD,6385,POINT (-72.163038008 41.377971997),277
2268714,NEW HAVEN CENTER FOR NURSING & REHABILITATION LLC,LIMITED LIABILITY COMPANY,NEW HAVEN CENTER FOR NURSING & REHABILITATION LLC,NEW HAVEN CENTER FOR NURSING & REHABILITATION LLC,CCNH.0002465,Chronic & Convalescent Nursing Home,ACTIVE,07-11-2021,01-10-2023,09/30/2025,181 CLIFTON ST,NEW HAVEN,6513,POINT (-72.878596975 41.309075016),278
1329552,BRIGHTVIEW ON NEW CANAAN,LIMITED LIABILITY COMPANY,BRIGHTVIEW ON NEW CANAAN,BRIGHTVIEW ON NEW CANAAN,ALSA.0000177,Assisted Living Service Agency,ACTIVE,01/22/2016,01-01-2024,12/31/2025,162 NEW CANAAN AVE,NORWALK,6850,POINT (-73.439212019 41.129809996),279
1278854,CIVITA CARE CENTER AT LONG RIDGE,LIMITED LIABILITY PARTNERSHIP,CIVITA CARE CENTER AT LONG RIDGE,CIVITA CARE CENTER AT LONG RIDGE,CCNH.0002408,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2015,01-04-2023,03/31/2025,710 LONG RIDGE RD,STAMFORD,6902,POINT (-73.563274999 41.093524988),280
2229173,HARBORCHASE OF EVERGREEN WALK,LIMITED LIABILITY COMPANY,HARBORCHASE OF EVERGREEN WALK,HARBORCHASE OF EVERGREEN WALK,ALSA.0000228,Assisted Living Service Agency,ACTIVE,06/25/2021,01-04-2023,03/31/2025,1000 EVERGREEN WAY,SOUTH WINDSOR,6074,POINT (-72.554085726 41.818748206),281
930610,AVON HEALTH CENTER,CORPORATION,AVON HEALTH CENTER,AVON HEALTH CENTER,CCNH.000938C,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2009,01-04-2023,03/31/2025,652 W AVON RD,AVON,6001,POINT (-72.860478988 41.77396902),282
969284,YALE HEALTH CENTER OUTPATIENT SURGICAL CENTER,NON-PROFIT CORPORATION,YALE HEALTH CENTER OUTPATIENT SURGICAL CENTER,YALE HEALTH CENTER OUTPATIENT SURGICAL CENTER,ASC.0000331,Out-Patient Surgical Facility,ACTIVE,08/28/2010,01-07-2022,06/30/2024,55 LOCK ST,NEW HAVEN,6511,POINT (-72.927940422 41.315469274),283
1042086,"BAL EDGEHILL, LLC",LIMITED LIABILITY COMPANY,"BAL EDGEHILL, LLC","BAL EDGEHILL, LLC",ALSA.0000165,Assisted Living Service Agency,ACTIVE,11/22/2011,01-10-2023,09/30/2025,122 PALMERS HILL RD,STAMFORD,6902,POINT (-73.565857966 41.058016019),284
2006481,LIGHTHOUSE SURGERY CENTER,LIMITED LIABILITY COMPANY,LIGHTHOUSE SURGERY CENTER,LIGHTHOUSE SURGERY CENTER,ASC.0000369,Out-Patient Surgical Facility,ACTIVE IN RENEWAL,10-02-2020,01-01-2022,12/31/2023,129 WOODLAND ST,HARTFORD,6105,POINT (-72.699394986 41.775947987),285
1649960,NORTH EAST ALLIANCE SURGERY CENTER,LIMITED LIABILITY COMPANY,NORTH EAST ALLIANCE SURGERY CENTER,NORTH EAST ALLIANCE SURGERY CENTER,ASC.0000363,Out-Patient Surgical Facility,ACTIVE,04/18/2019,01-04-2023,03/31/2025,2080 WHITNEY AVE STE 100,HAMDEN,6518,POINT (-72.905858025 41.374169002),286
2461255,LABORATORY CORPORATION OF AMERICA HOLDINGS,CORPORATION,LABORATORY CORPORATION OF AMERICA HOLDINGS,LABORATORY CORPORATION OF AMERICA HOLDINGS,CLAB.0001096,Clinical Laboratory,ACTIVE,06-07-2023,06-07-2023,09/30/2025,90 BUCKLAND RD,SOUTH WINDSOR,6074,POINT (-72.554104502 41.811148795),287
2243756,"ILLUME FERTILITY, PLLC",LIMITED LIABILITY COMPANY,"ILLUME FERTILITY, PLLC","ILLUME FERTILITY, PLLC",CLAB.0000750,Clinical Laboratory,ACTIVE,08-05-2000,01-10-2022,09/30/2024,761 MAIN AVE STE 200,NORWALK,6851,POINT (-73.420801001 41.159895999),288
930632,TRINITY HILL CARE CENTER,LIMITED LIABILITY COMPANY,TRINITY HILL CARE CENTER,TRINITY HILL CARE CENTER,CCNH.002222C,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2009,01-04-2023,03/31/2025,151 HILLSIDE AVE,HARTFORD,6106,POINT (-72.698473983 41.748788986),289
929128,BAL MIDDLETOWN LLC,LIMITED LIABILITY COMPANY,BAL MIDDLETOWN LLC,BAL MIDDLETOWN LLC,ALSA.0000137,Assisted Living Service Agency,ACTIVE,02-12-2008,01-10-2022,09/30/2024,645 SAYBROOK RD,MIDDLETOWN,6457,POINT (-72.620351963 41.53828499),290
930331,SEABURY,NON-PROFIT CORPORATION,SEABURY,SEABURY,ALSA.0AL0003,Assisted Living Service Agency,ACTIVE,01-10-2007,01-10-2023,09/30/2025,200 SEABURY DR,BLOOMFIELD,6002,POINT (-72.709830037 41.835154985),291
2245007,SKIN CANCER CENTER OF FAIRFIELD COUNTY,BUSINESS,SKIN CANCER CENTER OF FAIRFIELD COUNTY,SKIN CANCER CENTER OF FAIRFIELD COUNTY,CLAB.0000923,Clinical Laboratory,ACTIVE IN RENEWAL,05/26/2016,01-07-2022,06/30/2024,6 BUSINESS PARK DR STE 204,BRANFORD,6405,POINT (-72.768432029 41.296709991),292
930224,BLOOMFIELD EYE SURGERY CENTER LLC,LIMITED LIABILITY COMPANY,BLOOMFIELD EYE SURGERY CENTER LLC,THE EYE SURGERY CENTER,ASC.0000271,Out-Patient Surgical Facility,ACTIVE,01-04-2009,01-04-2023,03/31/2025,4 NORTHWESTERN DR,BLOOMFIELD,6002,POINT (-72.726889976 41.816798994),293
1308292,"BLOOMFIELD ASC, LLC",LIMITED LIABILITY COMPANY,"BLOOMFIELD ASC, LLC","BLOOMFIELD ASC, LLC",ASC.0000350,Out-Patient Surgical Facility,ACTIVE,01-09-2015,01-07-2023,06/30/2025,580 COTTAGE GROVE RD STE 211,BLOOMFIELD,6002,POINT (-72.726923 41.818145002),294
2494661,INTEGRATED DERMATOLOGY OF ENFIELD,BUSINESS,INTEGRATED DERMATOLOGY OF ENFIELD,INTEGRATED DERMATOLOGY OF ENFIELD,CLAB.0001102,Clinical Laboratory,ACTIVE,08/23/2023,08/23/2023,09/30/2025,714 HOPMEADOW ST STE 5,SIMSBURY,6070,POINT (-72.802087969 41.871971992),295
929126,BAL AVON LLC,LIMITED LIABILITY COMPANY,BAL AVON LLC,BAL AVON LLC,ALSA.0000135,Assisted Living Service Agency,ACTIVE,01-12-2008,01-10-2022,09/30/2024,101 BICKFORD EXT,AVON,6001,POINT (-72.841888011 41.811829992),296
929117,BAL WINDSOR LLC,LIMITED LIABILITY COMPANY,BAL WINDSOR LLC,BAL WINDSOR LLC,ALSA.0000131,Assisted Living Service Agency,ACTIVE,01-12-2008,01-10-2022,09/30/2024,432 BUCKLAND RD,SOUTH WINDSOR,6074,POINT (-72.550326024 41.822748092),297
930139,"GUILFORD HOUSE, THE",LIMITED LIABILITY COMPANY (SINGLE MEMBER),"GUILFORD HOUSE, THE","GUILFORD HOUSE, THE",CCNH.0002264,Chronic & Convalescent Nursing Home,ACTIVE,01-10-2008,01-10-2022,09/30/2024,109 W LAKE AVE,GUILFORD,6437,POINT (-72.724718979 41.312098997),298
1525116,"KSMS CONNECTICUT, INC.",CORPORATION,"KSMS CONNECTICUT, INC.","KSMS CONNECTICUT, INC.",ALSA.0000198,Assisted Living Service Agency,ACTIVE,07/13/2018,01-07-2022,06/30/2024,1058 LITCHFIELD ST,TORRINGTON,6790,POINT (-73.143351038 41.789326007),299
930144,WESTSIDE CARE CENTER,LIMITED LIABILITY COMPANY,WESTSIDE CARE CENTER,WESTSIDE CARE CENTER,CCNH.0002291,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-10-2009,01-10-2021,09/30/2023,349 BIDWELL ST,MANCHESTER,6040,POINT (-72.544942998 41.759947982),300
929760,MYSTIC HEALTHCARE & REHABILITATION CENTER LLC,LIMITED LIABILITY COMPANY,MYSTIC HEALTHCARE & REHABILITATION CENTER LLC,"MYSTIC HEALTHCARE & REHABILITATION CENTER, LLC",CCNH.0002320,Chronic & Convalescent Nursing Home,ACTIVE,01-07-2008,01-07-2022,06/30/2024,475 HIGH ST,MYSTIC,6355,POINT (-71.975901961 41.364200991),301
1342389,AVALON HEALTH CARE CENTER AT STONERIDGE,LIMITED LIABILITY COMPANY,AVALON HEALTH CARE CENTER AT STONERIDGE,AVALON HEALTH CARE CENTER AT STONERIDGE,CCNH.0002425,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,03/30/2016,01-01-2022,12/31/2023,186 JERRY BROWNE RD,MYSTIC,6355,POINT (-71.945828028 41.36955401),302
2248487,COMPLETE CARE AT GROTON REGENCY LLC,LIMITED LIABILITY COMPANY,COMPLETE CARE AT GROTON REGENCY LLC,COMPLETE CARE AT GROTON REGENCY LLC,CCNH.0002461,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,02-09-2021,01-09-2021,06/30/2023,1145 POQUONNOCK RD,GROTON,6340,POINT (-72.043657998 41.345490991),303
2240252,PFIZER PHARMACOGENOMICS LAB,CORPORATION,PFIZER PHARMACOGENOMICS LAB,PFIZER PHARMACOGENOMICS LAB,CLAB.0000670,Clinical Laboratory,ACTIVE,06/19/2015,01-01-2024,12/31/2025,445 EASTERN POINT RD,GROTON,6340,POINT (-72.076881012 41.334075006),304
929129,BAL WOODBRIDGE LLC,LIMITED LIABILITY COMPANY,BAL WOODBRIDGE LLC,BAL WOODBRIDGE LLC,ALSA.0000144,Assisted Living Service Agency,ACTIVE,02-12-2008,01-10-2022,09/30/2024,21 BRADLEY RD,WOODBRIDGE,6525,POINT (-72.982317998 41.344531011),305
2268718,TORRINGTON CENTER FOR NURSING & REHABILITATION LLC,LIMITED LIABILITY COMPANY,TORRINGTON CENTER FOR NURSING & REHABILITATION LLC,TORRINGTON CENTER FOR NURSING & REHABILITATION LLC,CCNH.0002468,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,07-11-2021,01-11-2021,09/30/2023,80 FERN DR,TORRINGTON,6790,POINT (-73.108394981 41.810584986),306
930625,REGENCY HOUSE NURSING AND REHABILITATION CENTER,CORPORATION,REGENCY HOUSE NURSING AND REHABILITATION CENTER,REGENCY HOUSE NURSING AND REHABILITATION CENTER,CCNH.002072C,Chronic & Convalescent Nursing Home,ACTIVE,01-01-2009,01-01-2023,12/31/2024,181 E MAIN ST,WALLINGFORD,6492,POINT (-72.798922962 41.453945987),307
2405914,COLEBROOK VILLAGE AT HEBRON,LIMITED LIABILITY COMPANY,COLEBROOK VILLAGE AT HEBRON,COLEBROOK VILLAGE AT HEBRON,ALSA.0000243,Assisted Living Service Agency,ACTIVE,05-01-2023,05-01-2023,12/31/2024,55 JOHN E HORTON BOULEVARD,HEBRON,6248,POINT (-72.352601035 41.656668015),308
1642317,THE RESIDENCE AT SELLECK'S WOODS,LIMITED LIABILITY COMPANY,THE RESIDENCE AT SELLECK'S WOODS,THE RESIDENCE AT SELLECK'S WOODS,ALSA.0000210,Assisted Living Service Agency,ACTIVE,03/27/2019,01-01-2023,12/31/2024,1 PARKLANDS DR,DARIEN,6820,POINT (-73.459573003 41.082462008),309
